Year	State	County	FIPS	Jobs	Total	Share
2006	Mississippi	Lamar County	28073	36	16470	0.0022
2006	Mississippi	Lincoln County	28085	154	12051	0.0128
2006	Mississippi	Lowndes County	28087	38	25349	0.0015
2006	Mississippi	Madison County	28089	96	42551	0.0023
2006	Mississippi	Marion County	28091	116	7769	0.0149
2006	Mississippi	Monroe County	28095	129	10684	0.0121
2006	Mississippi	Panola County	28107	24	10982	0.0022
2006	Mississippi	Pike County	28113	41	15684	0.0026
2006	Mississippi	Rankin County	28121	170	54827	0.0031
2006	Mississippi	Tippah County	28139	164	7221	0.0227
2006	Mississippi	Walthall County	28147	5	2958	0.0017
2006	Mississippi	Wayne County	28153	153	5462	0.0280
2006	Missouri		29000	5206	2699860	0.0019
2006	Missouri	Barry County	29009	43	15743	0.0027
2006	Missouri	Bates County	29013	37	3768	0.0098
2006	Missouri	Boone County	29019	77	81771	0.0009
2006	Missouri	Callaway County	29027	106	14345	0.0074
2006	Missouri	Cape Girardeau County	29031	77	41050	0.0019
2006	Missouri	Cass County	29037	146	22757	0.0064
2006	Missouri	Franklin County	29071	72	37391	0.0019
2006	Missouri	Howell County	29091	32	15985	0.0020
2006	Missouri	Jackson County	29095	40	366482	0.0001
2006	Missouri	Jasper County	29097	109	58557	0.0019
2006	Missouri	Lincoln County	29113	100	10898	0.0092
2006	Missouri	McDonald County	29119	12	6682	0.0018
2006	Missouri	Montgomery County	29139	13	3376	0.0039
2006	Missouri	Newton County	29145	22	18569	0.0012
2006	Missouri	Osage County	29151	27	3447	0.0078
2006	Missouri	Pettis County	29159	36	18806	0.0019
2006	Missouri	Phelps County	29161	49	18215	0.0027
2006	Missouri	Pike County	29163	61	5956	0.0102
2006	Missouri	Polk County	29167	15	8068	0.0019
2006	Missouri	St. Charles County	29183	121	121414	0.0010
2006	Missouri	Ste. Genevieve County	29186	272	5871	0.0463
2006	Missouri	St. Francois County	29187	97	21864	0.0044
2006	Missouri	St. Louis County	29189	603	622695	0.0010
2006	Missouri	Texas County	29215	22	5824	0.0038
2006	Missouri	Vernon County	29217	10	7296	0.0014
2006	Missouri	Webster County	29225	23	6815	0.0034
2006	Montana		30000	7296	426182	0.0171
2006	Montana	Big Horn County	30003	481	4377	0.1099
2006	Montana	Carbon County	30009	36	2680	0.0134
2006	Montana	Fallon County	30025	258	1304	0.1979
2006	Montana	Flathead County	30029	253	39633	0.0064
2006	Montana	Gallatin County	30031	216	44248	0.0049
2006	Montana	Glacier County	30035	121	4607	0.0263
2006	Montana	Hill County	30041	104	6533	0.0159
2006	Montana	Lake County	30047	37	8448	0.0044
2006	Montana	Lewis and Clark County	30049	57	32255	0.0018
2006	Montana	Madison County	30057	66	3535	0.0187
2006	Montana	Missoula County	30063	28	54446	0.0005
2006	Montana	Musselshell County	30065	96	1023	0.0938
2006	Montana	Park County	30067	7	5941	0.0012
2006	Montana	Richland County	30083	470	4509	0.1042
2006	Montana	Roosevelt County	30085	7	3423	0.0020
2006	Montana	Rosebud County	30087	511	4115	0.1242
2006	Montana	Sanders County	30089	66	3259	0.0203
2006	Montana	Silver Bow County	30093	412	15185	0.0271
2006	Montana	Yellowstone County	30111	332	73951	0.0045
2006	Nebraska		31000	1312	902383	0.0015
2006	Nebraska	Buffalo County	31019	58	25722	0.0023
2006	Nebraska	Cedar County	31027	10	2544	0.0039
2006	Nebraska	Cheyenne County	31033	19	5853	0.0032
2006	Nebraska	Hitchcock County	31087	33	768	0.0430
2006	Nebraska	Holt County	31089	15	4154	0.0036
2006	Nebraska	Kimball County	31105	54	1511	0.0357
2006	Nebraska	Lancaster County	31109	12	154030	0.0001
2006	Nebraska	Red Willow County	31145	38	5111	0.0074
2006	Nevada		32000	11515	1271634	0.0091
2006	Nevada	Clark County	32003	395	912129	0.0004
2006	Nevada	Elko County	32007	2100	20498	0.1024
2006	Nevada	Humboldt County	32013	1841	7789	0.2364
2006	Nevada	Lander County	32015	636	2065	0.3080
2006	Nevada	Lyon County	32019	145	12887	0.0113
2006	Nevada	Nye County	32023	956	12810	0.0746
2006	Nevada	Pershing County	32027	426	1843	0.2311
2006	Nevada	Storey County	32029	83	2147	0.0387
2006	Nevada	Washoe County	32031	317	218159	0.0015
2006	Nevada	White Pine County	32033	682	3901	0.1748
2006	New Hampshire		33000	584	627371	0.0009
2006	New Hampshire	Belknap County	33001	57	27238	0.0021
2006	New Hampshire	Carroll County	33003	43	20295	0.0021
2006	New Hampshire	Coos County	33007	27	13901	0.0019
2006	New Hampshire	Grafton County	33009	56	52266	0.0011
2006	New Hampshire	Hillsborough County	33011	54	196529	0.0003
2006	New Hampshire	Merrimack County	33013	226	74078	0.0031
2006	New Hampshire	Rockingham County	33015	65	138103	0.0005
2006	New Hampshire	Strafford County	33017	24	44561	0.0005
2006	New Jersey		34000	1671	3951210	0.0004
2006	New Jersey	Bergen County	34003	39	447074	0.0001
2006	New Jersey	Cumberland County	34011	181	62505	0.0029
2006	New Jersey	Gloucester County	34015	163	104252	0.0016
2006	New Jersey	Mercer County	34021	30	228075	0.0001
2006	New Jersey	Middlesex County	34023	68	395886	0.0002
2006	New Jersey	Monmouth County	34025	40	256314	0.0002
2006	New Jersey	Ocean County	34029	121	149182	0.0008
2006	New Jersey	Passaic County	34031	183	177250	0.0010
2006	New Jersey	Sussex County	34037	38	41710	0.0009
2006	New Jersey	Warren County	34041	153	37573	0.0041
2006	New Mexico		35000	18624	807063	0.0231
2006	New Mexico	Bernalillo County	35001	76	329944	0.0002
2006	New Mexico	Chaves County	35005	483	22136	0.0218
2006	New Mexico	Colfax County	35007	51	5280	0.0097
2006	New Mexico	Dona Ana County	35013	68	66860	0.0010
2006	New Mexico	Eddy County	35015	3124	21051	0.1484
2006	New Mexico	Lea County	35025	6246	26680	0.2341
2006	New Mexico	Mckinley County	35031	576	21530	0.0268
2006	New Mexico	Otero County	35035	30	17816	0.0017
2006	New Mexico	Rio Arriba County	35039	144	12233	0.0118
2006	New Mexico	Roosevelt County	35041	22	6723	0.0033
2006	New Mexico	Sandoval County	35043	41	29243	0.0014
2006	New Mexico	San Juan County	35045	5582	50018	0.1116
2006	New Mexico	San Miguel County	35047	21	8690	0.0024
2006	New Mexico	Santa Fe County	35049	161	63898	0.0025
2006	New Mexico	Taos County	35055	397	11218	0.0354
2006	New Mexico	Valencia County	35061	28	15287	0.0018
2006	New York		36000	5239	8429519	0.0006
2006	New York	Albany County	36001	119	226778	0.0005
2006	New York	Allegany County	36003	100	13780	0.0073
2006	New York	Broome County	36007	34	94079	0.0004
2006	New York	Cattaraugus County	36009	161	31358	0.0051
2006	New York	Chautauqua County	36013	170	54301	0.0031
2006	New York	Chemung County	36015	175	38381	0.0046
2006	New York	Chenango County	36017	13	16108	0.0008
2006	New York	Cortland County	36023	9	17090	0.0005
2006	New York	Delaware County	36025	90	17332	0.0052
2006	New York	Dutchess County	36027	157	117532	0.0013
2006	New York	Erie County	36029	212	451656	0.0005
2006	New York	Essex County	36031	147	14993	0.0098
2006	New York	Genesee County	36037	73	23351	0.0031
2006	New York	Herkimer County	36043	44	16889	0.0026
2006	New York	Jefferson County	36045	75	41293	0.0018
2006	New York	Kings County	36047	18	460199	0.0000
2006	New York	Madison County	36053	21	21486	0.0010
2006	New York	Monroe County	36055	148	379133	0.0004
2006	New York	New York County	36061	20	2295634	0.0000
2006	New York	Oneida County	36065	130	109632	0.0012
2006	New York	Onondaga County	36067	196	247864	0.0008
2006	New York	Ontario County	36069	86	49383	0.0017
2006	New York	Orange County	36071	68	128919	0.0005
2006	New York	Orleans County	36073	40	12980	0.0031
2006	New York	Oswego County	36075	50	33787	0.0015
2006	New York	Queens County	36081	12	484482	0.0000
2006	New York	Rensselaer County	36083	169	50557	0.0033
2006	New York	St. Lawrence County	36089	289	36559	0.0079
2006	New York	Schenectady County	36093	116	64295	0.0018
2006	New York	Schuyler County	36097	65	4734	0.0137
2006	New York	Steuben County	36101	90	36578	0.0025
2006	New York	Suffolk County	36103	182	612054	0.0003
2006	New York	Sullivan County	36105	132	25608	0.0052
2006	New York	Tompkins County	36109	281	49638	0.0057
2006	New York	Ulster County	36111	160	62254	0.0026
2006	New York	Washington County	36115	205	15611	0.0131
2006	New York	Wyoming County	36121	12	14498	0.0008
2006	North Carolina		37000	3720	3965479	0.0009
2006	North Carolina	Caldwell County	37027	23	28114	0.0008
2006	North Carolina	Chatham County	37037	51	17253	0.0030
2006	North Carolina	Cleveland County	37045	101	33324	0.0030
2006	North Carolina	Craven County	37049	57	41464	0.0014
2006	North Carolina	Davidson County	37057	59	44698	0.0013
2006	North Carolina	Forsyth County	37067	49	181558	0.0003
2006	North Carolina	Guilford County	37081	170	276690	0.0006
2006	North Carolina	Iredell County	37097	37	64399	0.0006
2006	North Carolina	Johnston County	37101	75	43226	0.0017
2006	North Carolina	Lee County	37105	63	27817	0.0023
2006	North Carolina	McDowell County	37111	43	16341	0.0026
2006	North Carolina	Mecklenburg County	37119	198	542035	0.0004
2006	North Carolina	Orange County	37135	38	59663	0.0006
2006	North Carolina	Richmond County	37153	135	15044	0.0090
2006	North Carolina	Rowan County	37159	247	48626	0.0051
2006	North Carolina	Wake County	37183	553	427376	0.0013
2006	North Carolina	Watauga County	37189	42	21982	0.0019
2006	North Dakota		38000	4669	335718	0.0139
2006	North Dakota	Bottineau County	38009	152	2198	0.0692
2006	North Dakota	Bowman County	38011	93	1407	0.0661
2006	North Dakota	Burke County	38013	41	577	0.0711
2006	North Dakota	Burleigh County	38015	14	48018	0.0003
2006	North Dakota	McKenzie County	38053	243	2642	0.0920
2006	North Dakota	Morton County	38059	86	8905	0.0097
2006	North Dakota	Mountrail County	38061	50	2135	0.0234
2006	North Dakota	Stark County	38089	413	11988	0.0345
2006	North Dakota	Ward County	38101	370	27493	0.0135
2006	North Dakota	Williams County	38105	1832	10835	0.1691
2006	Ohio		39000	10967	5314572	0.0021
2006	Ohio	Allen County	39003	87	55331	0.0016
2006	Ohio	Ashland County	39005	43	18539	0.0023
2006	Ohio	Ashtabula County	39007	88	32802	0.0027
2006	Ohio	Belmont County	39013	1202	24328	0.0494
2006	Ohio	Butler County	39017	225	144391	0.0016
2006	Ohio	Carroll County	39019	62	6186	0.0100
2006	Ohio	Clark County	39023	49	51227	0.0010
2006	Ohio	Columbiana County	39029	220	31987	0.0069
2006	Ohio	Coshocton County	39031	141	12223	0.0115
2006	Ohio	Cuyahoga County	39035	320	751755	0.0004
2006	Ohio	Delaware County	39041	102	65857	0.0015
2006	Ohio	Fairfield County	39045	11	39508	0.0003
2006	Ohio	Franklin County	39049	194	681289	0.0003
2006	Ohio	Gallia County	39053	60	12353	0.0049
2006	Ohio	Geauga County	39055	71	35665	0.0020
2006	Ohio	Guernsey County	39059	119	14903	0.0080
2006	Ohio	Hamilton County	39061	219	525147	0.0004
2006	Ohio	Harrison County	39067	311	3803	0.0818
2006	Ohio	Highland County	39071	79	11953	0.0066
2006	Ohio	Hocking County	39073	189	7125	0.0265
2006	Ohio	Holmes County	39075	145	17212	0.0084
2006	Ohio	Jackson County	39079	194	11963	0.0162
2006	Ohio	Knox County	39083	139	19523	0.0071
2006	Ohio	Lake County	39085	192	100442	0.0019
2006	Ohio	Licking County	39089	105	54311	0.0019
2006	Ohio	Logan County	39091	32	20381	0.0016
2006	Ohio	Medina County	39103	58	60002	0.0010
2006	Ohio	Meigs County	39105	107	3740	0.0286
2006	Ohio	Miami County	39109	53	41376	0.0013
2006	Ohio	Monroe County	39111	54	3021	0.0179
2006	Ohio	Morrow County	39117	34	5756	0.0059
2006	Ohio	Muskingum County	39119	341	34999	0.0097
2006	Ohio	Ottawa County	39123	138	14493	0.0095
2006	Ohio	Perry County	39127	259	6404	0.0404
2006	Ohio	Portage County	39133	380	53512	0.0071
2006	Ohio	Richland County	39139	27	57510	0.0005
2006	Ohio	Ross County	39141	26	27057	0.0010
2006	Ohio	Scioto County	39145	11	23337	0.0005
2006	Ohio	Seneca County	39147	122	21705	0.0056
2006	Ohio	Stark County	39151	320	161795	0.0020
2006	Ohio	Summit County	39153	81	271894	0.0003
2006	Ohio	Trumbull County	39155	37	84130	0.0004
2006	Ohio	Tuscarawas County	39157	475	36567	0.0130
2006	Ohio	Warren County	39165	27	73055	0.0004
2006	Ohio	Washington County	39167	410	25043	0.0164
2006	Ohio	Wayne County	39169	394	47301	0.0083
2006	Ohio	Wood County	39173	47	58667	0.0008
2006	Ohio	Wyandot County	39175	152	9676	0.0157
2006	Oklahoma		40000	41898	1507196	0.0278
2006	Oklahoma	Beaver County	40007	228	1429	0.1596
2006	Oklahoma	Beckham County	40009	1295	8599	0.1506
2006	Oklahoma	Blaine County	40011	142	3394	0.0418
2006	Oklahoma	Bryan County	40013	12	15939	0.0008
2006	Oklahoma	Caddo County	40015	148	6988	0.0212
2006	Oklahoma	Canadian County	40017	1221	24761	0.0493
2006	Oklahoma	Carter County	40019	1001	21951	0.0456
2006	Oklahoma	Cleveland County	40027	211	70643	0.0030
2006	Oklahoma	Comanche County	40031	129	40443	0.0032
2006	Oklahoma	Custer County	40039	458	11170	0.0410
2006	Oklahoma	Ellis County	40045	32	1007	0.0318
2006	Oklahoma	Garfield County	40047	819	24152	0.0339
2006	Oklahoma	Garvin County	40049	957	9062	0.1056
2006	Oklahoma	Grady County	40051	364	12885	0.0282
2006	Oklahoma	Grant County	40053	70	1105	0.0633
2006	Oklahoma	Harper County	40059	63	1270	0.0496
2006	Oklahoma	Haskell County	40061	322	3714	0.0867
2006	Oklahoma	Hughes County	40063	60	2847	0.0211
2006	Oklahoma	Jefferson County	40067	12	1249	0.0096
2006	Oklahoma	Johnston County	40069	215	3078	0.0699
2006	Oklahoma	Kay County	40071	1607	20188	0.0796
2006	Oklahoma	Kingfisher County	40073	750	5908	0.1269
2006	Oklahoma	Kiowa County	40075	151	2429	0.0622
2006	Oklahoma	Le Flore County	40079	774	12767	0.0606
2006	Oklahoma	Logan County	40083	102	6696	0.0152
2006	Oklahoma	McClain County	40087	365	7228	0.0505
2006	Oklahoma	McIntosh County	40091	30	4258	0.0070
2006	Oklahoma	Muskogee County	40101	51	29806	0.0017
2006	Oklahoma	Nowata County	40105	12	1788	0.0067
2006	Oklahoma	Okfuskee County	40107	70	2282	0.0307
2006	Oklahoma	Oklahoma County	40109	10310	420297	0.0245
2006	Oklahoma	Okmulgee County	40111	181	9995	0.0181
2006	Oklahoma	Osage County	40113	477	6131	0.0778
2006	Oklahoma	Ottawa County	40115	35	11346	0.0031
2006	Oklahoma	Payne County	40119	837	34260	0.0244
2006	Oklahoma	Pittsburg County	40121	369	16912	0.0218
2006	Oklahoma	Pontotoc County	40123	247	18407	0.0134
2006	Oklahoma	Pottawatomie County	40125	180	20702	0.0087
2006	Oklahoma	Rogers County	40131	206	23822	0.0086
2006	Oklahoma	Seminole County	40133	727	7549	0.0963
2006	Oklahoma	Stephens County	40137	1863	15505	0.1202
2006	Oklahoma	Texas County	40139	109	8777	0.0124
2006	Oklahoma	Tulsa County	40143	4681	341500	0.0137
2006	Oklahoma	Wagoner County	40145	17	6804	0.0025
2006	Oklahoma	Washington County	40147	3155	19510	0.1617
2006	Oklahoma	Washita County	40149	242	2287	0.1058
2006	Oklahoma	Woods County	40151	73	3110	0.0235
2006	Oklahoma	Woodward County	40153	1848	9492	0.1947
2006	Oregon		41000	2054	1699932	0.0012
2006	Oregon	Clackamas County	41005	77	146889	0.0005
2006	Oregon	Columbia County	41009	82	10680	0.0077
2006	Oregon	Coos County	41011	72	23667	0.0030
2006	Oregon	Crook County	41013	31	6974	0.0044
2006	Oregon	Curry County	41015	40	7012	0.0057
2006	Oregon	Deschutes County	41017	139	67668	0.0021
2006	Oregon	Douglas County	41019	109	39609	0.0028
2006	Oregon	Jackson County	41029	195	83496	0.0023
2006	Oregon	Josephine County	41033	69	25440	0.0027
2006	Oregon	Lane County	41039	219	148756	0.0015
2006	Oregon	Marion County	41047	276	137769	0.0020
2006	Oregon	Polk County	41053	58	18252	0.0032
2006	Oregon	Umatilla County	41059	29	29157	0.0010
2006	Oregon	Washington County	41067	246	245946	0.0010
2006	Oregon	Yamhill County	41071	83	32207	0.0026
2006	Pennsylvania		42000	19820	5607139	0.0035
2006	Pennsylvania	Adams County	42001	121	34835	0.0035
2006	Pennsylvania	Allegheny County	42003	1110	680044	0.0016
2006	Pennsylvania	Beaver County	42007	118	56343	0.0021
2006	Pennsylvania	Berks County	42011	290	168181	0.0017
2006	Pennsylvania	Bradford County	42015	146	21897	0.0067
2006	Pennsylvania	Bucks County	42017	220	263388	0.0008
2006	Pennsylvania	Butler County	42019	581	76889	0.0076
2006	Pennsylvania	Cambria County	42021	172	58422	0.0029
2006	Pennsylvania	Carbon County	42025	35	16671	0.0021
2006	Pennsylvania	Centre County	42027	101	65317	0.0015
2006	Pennsylvania	Chester County	42029	194	235023	0.0008
2006	Pennsylvania	Clarion County	42031	285	14738	0.0193
2006	Pennsylvania	Clearfield County	42033	564	31887	0.0177
2006	Pennsylvania	Columbia County	42037	42	25220	0.0017
2006	Pennsylvania	Crawford County	42039	172	31267	0.0055
2006	Pennsylvania	Cumberland County	42041	79	125788	0.0006
2006	Pennsylvania	Dauphin County	42043	66	181488	0.0004
2006	Pennsylvania	Delaware County	42045	97	208117	0.0005
2006	Pennsylvania	Erie County	42049	179	128106	0.0014
2006	Pennsylvania	Fayette County	42051	382	40752	0.0094
2006	Pennsylvania	Greene County	42059	2664	12028	0.2215
2006	Pennsylvania	Indiana County	42063	1744	32487	0.0537
2006	Pennsylvania	Jefferson County	42065	579	16008	0.0362
2006	Pennsylvania	Lackawanna County	42069	98	101010	0.0010
2006	Pennsylvania	Lancaster County	42071	421	227883	0.0018
2006	Pennsylvania	Lawrence County	42073	82	30717	0.0027
2006	Pennsylvania	Luzerne County	42079	270	142744	0.0019
2006	Pennsylvania	Lycoming County	42081	126	51389	0.0025
2006	Pennsylvania	Mckean County	42083	872	17503	0.0498
2006	Pennsylvania	Mercer County	42085	210	48142	0.0044
2006	Pennsylvania	Monroe County	42089	76	57096	0.0013
2006	Pennsylvania	Montgomery County	42091	205	485402	0.0004
2006	Pennsylvania	Northampton County	42095	69	98133	0.0007
2006	Pennsylvania	Northumberland County	42097	214	30457	0.0070
2006	Pennsylvania	Pike County	42103	30	11074	0.0027
2006	Pennsylvania	Potter County	42105	15	6345	0.0024
2006	Pennsylvania	Schuylkill County	42107	429	50357	0.0085
2006	Pennsylvania	Somerset County	42111	871	26480	0.0329
2006	Pennsylvania	Susquehanna County	42115	456	8813	0.0517
2006	Pennsylvania	Venango County	42121	95	21181	0.0045
2006	Pennsylvania	Warren County	42123	166	14913	0.0111
2006	Pennsylvania	Washington County	42125	1307	78038	0.0167
2006	Pennsylvania	Wayne County	42127	131	15750	0.0083
2006	Pennsylvania	Westmoreland County	42129	435	137455	0.0032
2006	Pennsylvania	Wyoming County	42131	34	9277	0.0037
2006	Pennsylvania	York County	42133	434	174182	0.0025
2006	Rhode Island		44000	259	480570	0.0005
2006	Rhode Island	Providence County	44007	75	286707	0.0003
2006	Rhode Island	Washington County	44009	133	49425	0.0027
2006	South Carolina		45000	1501	1855842	0.0008
2006	South Carolina	Aiken County	45003	153	55605	0.0028
2006	South Carolina	Anderson County	45007	70	59727	0.0012
2006	South Carolina	Charleston County	45019	3	203242	0.0000
2006	South Carolina	Dorchester County	45035	69	30301	0.0023
2006	South Carolina	Georgetown County	45043	47	23690	0.0020
2006	South Carolina	Greenville County	45045	86	231817	0.0004
2006	South Carolina	Horry County	45051	103	114834	0.0009
2006	South Carolina	Lexington County	45063	135	91893	0.0015
2006	South Carolina	Spartanburg County	45083	150	116837	0.0013
2006	South Carolina	York County	45091	53	70449	0.0008
2006	South Dakota		46000	785	383876	0.0020
2006	South Dakota	Codington County	46029	12	15390	0.0008
2006	South Dakota	Custer County	46033	43	2505	0.0172
2006	South Dakota	Fall River County	46047	13	2509	0.0052
2006	South Dakota	Pennington County	46103	37	51658	0.0007
2006	Tennessee		47000	3272	2728694	0.0012
2006	Tennessee	Campbell County	47013	95	9604	0.0099
2006	Tennessee	Claiborne County	47025	306	9340	0.0328
2006	Tennessee	Cumberland County	47035	199	16611	0.0120
2006	Tennessee	Davidson County	47037	182	446712	0.0004
2006	Tennessee	Franklin County	47051	69	9525	0.0072
2006	Tennessee	Hamilton County	47065	66	191692	0.0003
2006	Tennessee	Hardin County	47071	45	7751	0.0058
2006	Tennessee	Jefferson County	47089	15	11323	0.0013
2006	Tennessee	Knox County	47093	492	223253	0.0022
2006	Tennessee	Montgomery County	47125	215	43554	0.0049
2006	Tennessee	Overton County	47133	49	4466	0.0110
2006	Tennessee	Putnam County	47141	52	31783	0.0016
2006	Tennessee	Rhea County	47143	32	10859	0.0029
2006	Tennessee	Scott County	47151	33	6129	0.0054
2006	Tennessee	Shelby County	47157	44	507156	0.0001
2006	Tennessee	Sullivan County	47163	67	68738	0.0010
2006	Tennessee	Weakley County	47183	154	10317	0.0149
2006	Tennessee	Williamson County	47187	38	78925	0.0005
2006	Tennessee	Wilson County	47189	52	32982	0.0016
2006	Texas		48000	184625	9922313	0.0186
2006	Texas	Anderson County	48001	601	17198	0.0349
2006	Texas	Andrews County	48003	1077	5436	0.1981
2006	Texas	Angelina County	48005	83	37071	0.0022
2006	Texas	Aransas County	48007	206	5576	0.0369
2006	Texas	Archer County	48009	396	2303	0.1719
2006	Texas	Atascosa County	48013	642	9169	0.0700
2006	Texas	Austin County	48015	27	10640	0.0025
2006	Texas	Bastrop County	48021	37	12619	0.0029
2006	Texas	Bee County	48025	372	8450	0.0440
2006	Texas	Bell County	48027	120	95562	0.0013
2006	Texas	Bexar County	48029	2016	699345	0.0029
2006	Texas	Blanco County	48031	19	2508	0.0076
2006	Texas	Bosque County	48035	22	3719	0.0059
2006	Texas	Brazoria County	48039	817	82686	0.0099
2006	Texas	Brazos County	48041	1170	83930	0.0139
2006	Texas	Brooks County	48047	153	2364	0.0647
2006	Texas	Brown County	48049	89	15767	0.0056
2006	Texas	Burleson County	48051	242	3691	0.0656
2006	Texas	Burnet County	48053	102	11955	0.0085
2006	Texas	Caldwell County	48055	384	6456	0.0595
2006	Texas	Calhoun County	48057	233	9516	0.0245
2006	Texas	Callahan County	48059	78	2129	0.0366
2006	Texas	Cameron County	48061	48	121203	0.0004
2006	Texas	Carson County	48065	64	4765	0.0134
2006	Texas	Cass County	48067	47	7912	0.0059
2006	Texas	Chambers County	48071	409	8946	0.0457
2006	Texas	Cherokee County	48073	16	15474	0.0010
2006	Texas	Clay County	48077	18	1787	0.0101
2006	Texas	Cochran County	48079	41	883	0.0464
2006	Texas	Coke County	48081	13	806	0.0161
2006	Texas	Coleman County	48083	14	2200	0.0064
2006	Texas	Collin County	48085	650	264936	0.0025
2006	Texas	Colorado County	48089	173	6734	0.0257
2006	Texas	Comal County	48091	273	35209	0.0078
2006	Texas	Comanche County	48093	27	3753	0.0072
2006	Texas	Cooke County	48097	1221	14436	0.0846
2006	Texas	Crane County	48103	540	1521	0.3550
2006	Texas	Crockett County	48105	214	1394	0.1535
2006	Texas	Culberson County	48109	78	1081	0.0722
2006	Texas	Dallas County	48113	6737	1456811	0.0046
2006	Texas	Dawson County	48115	138	4470	0.0309
2006	Texas	Denton County	48121	391	155237	0.0025
2006	Texas	DeWitt County	48123	131	6936	0.0189
2006	Texas	Dimmit County	48127	164	2693	0.0609
2006	Texas	Duval County	48131	744	3480	0.2138
2006	Texas	Eastland County	48133	687	6852	0.1003
2006	Texas	Ector County	48135	4720	56702	0.0832
2006	Texas	El Paso County	48141	86	261534	0.0003
2006	Texas	Erath County	48143	15	14789	0.0010
2006	Texas	Fayette County	48149	407	8548	0.0476
2006	Texas	Fort Bend County	48157	2427	115039	0.0211
2006	Texas	Freestone County	48161	513	6078	0.0844
2006	Texas	Frio County	48163	216	4206	0.0514
2006	Texas	Gaines County	48165	475	4763	0.0997
2006	Texas	Galveston County	48167	522	91973	0.0057
2006	Texas	Garza County	48169	170	1834	0.0927
2006	Texas	Gillespie County	48171	35	8736	0.0040
2006	Texas	Gonzales County	48177	209	6570	0.0318
2006	Texas	Gray County	48179	876	8316	0.1053
2006	Texas	Grayson County	48181	276	42787	0.0065
2006	Texas	Gregg County	48183	3434	70247	0.0489
2006	Texas	Grimes County	48185	127	6582	0.0193
2006	Texas	Guadalupe County	48187	64	27645	0.0023
2006	Texas	Hale County	48189	19	14278	0.0013
2006	Texas	Hansford County	48195	117	1823	0.0642
2006	Texas	Hardeman County	48197	11	1299	0.0085
2006	Texas	Harris County	48201	70784	1938388	0.0365
2006	Texas	Harrison County	48203	1274	22131	0.0576
2006	Texas	Haskell County	48207	25	1802	0.0139
2006	Texas	Hemphill County	48211	360	1795	0.2006
2006	Texas	Henderson County	48213	127	15963	0.0080
2006	Texas	Hidalgo County	48215	1947	204655	0.0095
2006	Texas	Hill County	48217	118	8654	0.0136
2006	Texas	Hockley County	48219	1454	8409	0.1729
2006	Texas	Hood County	48221	278	11120	0.0250
2006	Texas	Houston County	48225	83	6574	0.0126
2006	Texas	Howard County	48227	596	12063	0.0494
2006	Texas	Hutchinson County	48233	874	8231	0.1062
2006	Texas	Irion County	48235	162	489	0.3313
2006	Texas	Jack County	48237	628	2203	0.2851
2006	Texas	Jasper County	48241	88	10991	0.0080
2006	Texas	Jefferson County	48245	636	121596	0.0052
2006	Texas	Jim Hogg County	48247	79	1809	0.0437
2006	Texas	Jim Wells County	48249	3047	16447	0.1853
2006	Texas	Johnson County	48251	699	37693	0.0185
2006	Texas	Jones County	48253	567	5060	0.1121
2006	Texas	Karnes County	48255	138	3856	0.0358
2006	Texas	Kaufman County	48257	77	26229	0.0029
2006	Texas	Kendall County	48259	14	9846	0.0014
2006	Texas	Kerr County	48265	6	17379	0.0003
2006	Texas	Kleberg County	48273	273	12392	0.0220
2006	Texas	Knox County	48275	160	1303	0.1228
2006	Texas	Lavaca County	48285	133	6221	0.0214
2006	Texas	Lee County	48287	414	5407	0.0766
2006	Texas	Leon County	48289	485	5217	0.0930
2006	Texas	Liberty County	48291	448	16906	0.0265
2006	Texas	Limestone County	48293	191	7796	0.0245
2006	Texas	Lipscomb County	48295	259	1278	0.2027
2006	Texas	Live Oak County	48297	209	2917	0.0716
2006	Texas	Lubbock County	48303	148	120711	0.0012
2006	Texas	McLennan County	48309	165	102166	0.0016
2006	Texas	Martin County	48317	12	1288	0.0093
2006	Texas	Matagorda County	48321	159	10213	0.0156
2006	Texas	Medina County	48325	89	8344	0.0107
2006	Texas	Midland County	48329	10152	62190	0.1632
2006	Texas	Milam County	48331	57	6958	0.0082
2006	Texas	Mitchell County	48335	83	2320	0.0358
2006	Texas	Montague County	48337	316	4722	0.0669
2006	Texas	Montgomery County	48339	2223	110149	0.0202
2006	Texas	Moore County	48341	195	9070	0.0215
2006	Texas	Morris County	48343	67	4805	0.0139
2006	Texas	Nacogdoches County	48347	20	22833	0.0009
2006	Texas	Navarro County	48349	131	15898	0.0082
2006	Texas	Nolan County	48353	213	5973	0.0357
2006	Texas	Nueces County	48355	3201	149444	0.0214
2006	Texas	Ochiltree County	48357	1104	4328	0.2551
2006	Texas	Orange County	48361	227	22195	0.0102
2006	Texas	Palo Pinto County	48363	339	9157	0.0370
2006	Texas	Panola County	48365	694	7708	0.0900
2006	Texas	Parker County	48367	302	22446	0.0135
2006	Texas	Pecos County	48371	308	4598	0.0670
2006	Texas	Polk County	48373	19	10309	0.0018
2006	Texas	Potter County	48375	1351	73603	0.0184
2006	Texas	Rains County	48379	6	1805	0.0033
2006	Texas	Randall County	48381	55	28269	0.0019
2006	Texas	Reagan County	48383	461	1772	0.2602
2006	Texas	Reeves County	48389	260	3689	0.0705
2006	Texas	Refugio County	48391	210	2013	0.1043
